timestamp,node_id,temperature_c,humidity_pct,heat_index_c,pressure_hpa,altitude_m,accel_x,accel_y,accel_z,accel_total,seismic_dev,mq135_raw,co2_eq_ppm,soil_raw,soil_moisture_pct,tds_raw,tds_ppm,rain_raw,rain_wetness_pct,distance_cm,water_rate_cm_min,pir_motion,hazard_code,hazard_label,severity,risk_score,confidence_pct
2026-09-01 00:01:25,IN-DELHI-01,25.5,90.0,30.9,991.5,293.5,1.11,-0.26,10.77,10.83,1.02,8,428,1333,98,351,631.8,1301,96,57.2,-11.4,1,1,FLASH_FLOOD,Severe,88.6,92.2
2026-09-01 00:01:30,IN-DELHI-01,40.6,14.0,40.6,999.6,225.0,1.04,-0.05,10.76,10.81,1.0,106,1301,4095,0,6,9.0,4095,0,187.2,0.0,1,3,WILDFIRE,Severe,87.2,88.2
2026-09-01 00:01:35,IN-DELHI-01,42.5,20.0,43.7,997.4,243.6,1.12,-0.23,10.59,10.65,0.84,97,1224,4084,0,6,9.0,4095,0,187.3,0.0,0,3,WILDFIRE,Extreme,93.8,96.1
2026-09-01 00:01:40,IN-DELHI-01,30.6,52.2,33.8,1000.4,218.4,1.0,-0.18,10.6,10.65,0.84,2,407,4063,1,10,15.0,4095,0,171.8,-0.27,0,0,NORMAL,None,4.4,92.9
2026-09-01 00:01:45,IN-DELHI-01,22.4,88.4,25.9,992.4,286.0,1.14,-0.21,10.63,10.69,0.88,19,466,1322,99,279,502.2,1107,100,31.5,-6.76,0,1,FLASH_FLOOD,Severe,93.7,90.2
2026-09-01 00:01:50,IN-DELHI-01,27.0,60.1,29.7,1000.7,216.0,1.06,-0.19,10.74,10.8,0.99,10,435,4018,2,13,19.5,4032,2,184.1,-0.11,0,0,NORMAL,None,3.7,98.1
2026-09-01 00:01:55,IN-DELHI-01,22.6,94.3,26.7,990.2,304.5,-2.08,-2.14,9.81,10.26,0.45,11,438,1296,100,225,360.0,1471,90,96.9,-4.18,0,2,LANDSLIDE_PRECURSOR,Extreme,89.6,86.3
2026-09-01 00:02:00,IN-DELHI-01,29.5,62.4,33.6,1000.9,213.7,1.09,-0.27,10.83,10.89,1.08,1,403,4017,2,5,7.5,4050,1,188.1,-0.01,1,0,NORMAL,None,16.8,95.8
2026-09-01 00:02:05,IN-DELHI-01,27.8,75.6,32.8,999.9,222.4,1.07,-0.13,10.94,11.0,1.19,15,460,1710,85,506,986.7,3732,12,97.3,-2.69,0,5,WATER_CONTAMINATION,Severe,84.7,92.0
2026-09-01 00:02:10,IN-DELHI-01,41.4,20.2,42.3,998.3,235.6,1.16,-0.22,10.85,10.92,1.11,96,1216,4081,0,9,13.5,4095,0,191.3,0.0,0,3,WILDFIRE,Severe,89.7,93.4
2026-09-01 00:02:15,IN-DELHI-01,26.0,59.2,28.2,1007.7,156.4,1.01,-0.23,10.82,10.87,1.06,85,1420,3974,4,3,4.5,4053,1,187.2,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,82.2,90.8
2026-09-01 00:02:20,IN-DELHI-01,25.1,72.3,28.4,1001.4,210.3,1.01,-0.04,10.82,10.87,1.06,10,440,1701,85,399,778.0,3401,23,44.5,-2.08,0,5,WATER_CONTAMINATION,Severe,80.6,89.0
2026-09-01 00:02:25,IN-DELHI-01,27.4,51.6,29.2,1001.0,213.2,0.91,-0.13,10.83,10.87,1.06,0,400,4090,0,8,12.0,4084,0,183.6,0.1,0,0,NORMAL,None,12.7,98.9
2026-09-01 00:02:30,IN-DELHI-01,39.5,15.9,39.5,999.8,223.8,0.91,-0.13,10.82,10.86,1.05,100,1250,4092,0,2,3.0,4095,0,192.3,0.0,0,3,WILDFIRE,Severe,83.3,95.3
2026-09-01 00:02:35,IN-DELHI-01,30.2,60.2,34.3,1009.1,145.2,1.0,-0.18,10.6,10.65,0.84,183,2596,3983,4,22,33.0,4066,1,178.7,0.0,1,4,HAZARDOUS_AIR_POLLUTION,Extreme,94.0,93.3
2026-09-01 00:02:40,IN-DELHI-01,27.3,50.4,29.0,999.7,223.8,1.1,-0.22,10.79,10.85,1.04,2,407,4088,0,5,7.5,4056,1,169.0,0.01,1,0,NORMAL,None,7.6,97.3
2026-09-01 00:02:45,IN-DELHI-01,20.2,82.5,22.3,991.1,296.3,-3.27,-1.6,9.5,10.17,0.36,15,452,1301,99,158,252.8,1769,80,88.4,-1.55,0,2,LANDSLIDE_PRECURSOR,Extreme,93.3,93.0
2026-09-01 00:02:50,IN-DELHI-01,27.2,50.5,28.9,1000.5,217.5,1.03,-0.18,10.69,10.74,0.93,1,403,4066,1,10,15.0,4050,1,182.2,-0.28,0,0,NORMAL,None,3.3,92.1
2026-09-01 00:02:55,IN-DELHI-01,46.6,20.4,49.3,997.1,246.1,1.08,-0.16,10.74,10.8,0.99,142,1607,4086,0,7,10.5,4095,0,183.3,0.0,0,3,WILDFIRE,Extreme,98.0,92.2
2026-09-01 00:03:00,IN-DELHI-01,26.3,50.8,27.7,1000.4,218.7,0.92,-0.14,10.89,10.93,1.12,5,417,4095,0,17,25.5,4079,0,181.3,0.13,0,0,NORMAL,None,17.3,94.8
2026-09-01 00:03:05,IN-DELHI-01,25.3,70.1,28.3,1003.3,194.0,1.08,-0.21,10.73,10.78,0.97,14,456,1769,83,437,852.1,3329,26,47.7,-0.55,0,5,WATER_CONTAMINATION,Severe,82.0,85.7
2026-09-01 00:03:10,IN-DELHI-01,26.8,55.7,28.9,1008.9,146.3,1.06,-0.2,10.89,10.94,1.13,146,2152,4013,2,3,4.5,4030,2,183.2,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,89.5,92.3
2026-09-01 00:03:15,IN-DELHI-01,41.9,14.7,41.9,998.1,237.7,0.95,-0.2,10.81,10.85,1.04,142,1607,4082,0,0,0.0,4095,0,190.0,0.0,0,3,WILDFIRE,Severe,91.6,94.4
2026-09-01 00:03:20,IN-DELHI-01,25.3,94.0,30.9,988.7,316.8,1.19,-0.16,10.64,10.71,0.9,19,466,1286,100,318,572.4,1260,97,52.2,-12.97,0,1,FLASH_FLOOD,Severe,89.6,92.6
2026-09-01 00:03:25,IN-DELHI-01,25.1,73.7,28.5,1000.5,217.2,0.98,-0.14,10.76,10.8,0.99,15,460,1975,75,565,1101.8,2912,40,54.4,-1.74,0,5,WATER_CONTAMINATION,Severe,87.0,90.5
2026-09-01 00:03:30,IN-DELHI-01,22.7,90.7,26.6,988.0,323.0,1.17,-0.18,10.88,10.95,1.14,5,417,1327,99,333,599.4,1298,96,16.2,-11.94,0,1,FLASH_FLOOD,Extreme,96.8,93.0
2026-09-01 00:03:35,IN-DELHI-01,25.3,92.3,30.7,987.3,328.6,1.23,-0.27,11.07,11.14,1.33,15,452,1363,97,359,646.2,1270,97,69.1,-14.22,0,1,FLASH_FLOOD,Severe,86.2,89.0
2026-09-01 00:03:40,IN-DELHI-01,25.7,49.7,26.7,1000.3,219.3,1.07,-0.04,10.84,10.89,1.08,2,407,4065,1,4,6.0,4095,0,186.4,0.08,0,0,NORMAL,None,6.9,99.0
2026-09-01 00:03:45,IN-DELHI-01,27.8,47.6,29.4,1000.6,217.0,0.96,-0.23,10.77,10.81,1.0,9,431,4016,2,7,10.5,4095,0,173.8,0.08,1,0,NORMAL,None,17.4,92.7
2026-09-01 00:03:50,IN-DELHI-01,25.3,71.3,28.6,1000.4,218.0,1.02,-0.17,10.78,10.83,1.02,27,508,1903,78,544,1060.8,3038,36,73.3,-0.26,0,5,WATER_CONTAMINATION,Severe,86.2,89.5
2026-09-01 00:03:55,IN-DELHI-01,26.2,66.7,29.3,1006.6,165.9,0.96,-0.17,10.69,10.73,0.92,181,2572,4001,3,18,27.0,4072,0,181.1,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,93.7,95.1
2026-09-01 00:04:00,IN-DELHI-01,42.1,20.8,43.4,996.1,254.7,0.98,-0.17,10.69,10.74,0.93,133,1530,4076,0,3,4.5,4095,0,181.1,0.0,0,3,WILDFIRE,Extreme,92.4,93.6
2026-09-01 00:04:05,IN-DELHI-01,25.3,61.7,27.5,1002.7,199.2,1.1,-0.25,11.2,11.26,1.45,4,414,4008,3,9,13.5,4075,0,182.3,-0.17,0,0,NORMAL,None,16.7,93.3
2026-09-01 00:04:10,IN-DELHI-01,37.8,20.2,37.8,999.0,230.2,1.03,-0.23,10.79,10.84,1.03,134,1539,4087,0,1,1.5,4095,0,190.5,0.0,0,3,WILDFIRE,Severe,77.3,91.4
2026-09-01 00:04:15,IN-DELHI-01,23.1,66.3,24.9,1000.4,218.6,1.11,-0.13,10.73,10.79,0.98,5,420,1850,80,544,1060.8,2833,43,60.1,-1.23,0,5,WATER_CONTAMINATION,Severe,86.2,92.6
2026-09-01 00:04:20,IN-DELHI-01,25.2,62.7,27.5,1005.9,172.0,1.09,-0.2,10.95,11.01,1.2,150,2200,3981,4,5,7.5,4033,2,178.9,0.0,1,4,HAZARDOUS_AIR_POLLUTION,Severe,90.0,93.5
2026-09-01 00:04:25,IN-DELHI-01,26.0,61.9,28.5,1000.9,214.4,1.01,-0.17,10.82,10.87,1.06,5,417,4014,2,5,7.5,4069,0,192.0,-0.36,0,0,NORMAL,None,10.8,94.7
2026-09-01 00:04:30,IN-DELHI-01,37.0,17.7,37.0,998.0,239.0,1.0,-0.16,10.66,10.71,0.9,152,1692,4081,0,6,9.0,4095,0,185.1,0.0,0,3,WILDFIRE,Severe,75.0,93.5
2026-09-01 00:04:35,IN-DELHI-01,24.6,62.2,26.6,1004.4,184.7,1.03,-0.24,10.71,10.76,0.95,126,1912,3990,3,19,28.5,4088,0,176.7,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,87.1,90.4
2026-09-01 00:04:40,IN-DELHI-01,24.4,57.1,25.8,1001.7,207.6,0.9,-0.08,10.78,10.82,1.01,10,440,2168,68,852,1661.4,3836,8,103.3,-1.68,0,5,WATER_CONTAMINATION,Severe,96.0,86.0
2026-09-01 00:04:45,IN-DELHI-01,22.7,89.9,26.5,992.1,288.1,-1.6,-2.02,9.96,10.29,0.48,9,431,1315,99,237,379.2,1520,88,105.8,-1.31,0,2,LANDSLIDE_PRECURSOR,Extreme,91.8,91.7
2026-09-01 00:04:50,IN-DELHI-01,25.0,69.7,27.9,1007.1,162.2,1.26,-0.26,10.75,10.82,1.01,117,1804,4031,2,21,31.5,4075,0,176.1,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,86.0,97.7
2026-09-01 00:04:55,IN-DELHI-01,27.2,53.4,29.2,1000.2,220.0,1.12,-0.18,10.87,10.93,1.12,4,414,4059,1,13,19.5,4054,1,177.6,-0.07,0,0,NORMAL,None,5.7,96.5
2026-09-01 00:05:00,IN-DELHI-01,20.1,88.0,22.5,992.3,286.6,6.52,2.33,9.8,12.0,2.19,13,445,1225,100,190,304.0,1505,89,137.6,-3.25,0,2,LANDSLIDE_PRECURSOR,Extreme,91.8,88.5
2026-09-01 00:05:05,IN-DELHI-01,40.3,16.4,40.3,998.2,237.1,1.04,-0.19,10.79,10.85,1.04,93,1190,4095,0,5,7.5,4095,0,189.9,0.0,0,3,WILDFIRE,Severe,86.0,95.2
2026-09-01 00:05:10,IN-DELHI-01,19.8,93.3,22.6,986.2,337.9,1.13,-0.29,10.85,10.91,1.1,17,459,1353,98,234,421.2,1232,98,36.1,-8.47,1,1,FLASH_FLOOD,Severe,92.8,95.5
2026-09-01 00:05:15,IN-DELHI-01,29.0,45.6,30.6,1000.1,221.1,1.11,-0.15,10.75,10.81,1.0,0,400,4028,2,0,0.0,4056,1,166.8,-0.06,0,0,NORMAL,None,6.1,97.8
2026-09-01 00:05:20,IN-DELHI-01,23.5,87.4,27.4,994.7,266.1,6.0,3.75,12.97,14.77,4.96,16,456,1224,100,323,516.8,1553,87,137.1,-5.8,0,2,LANDSLIDE_PRECURSOR,Extreme,85.2,91.6
2026-09-01 00:05:25,IN-DELHI-01,20.0,92.3,22.7,991.8,290.5,4.61,1.27,11.0,11.99,2.18,15,452,1241,100,244,390.4,1549,87,167.8,-2.56,0,2,LANDSLIDE_PRECURSOR,Extreme,89.2,90.3
2026-09-01 00:05:30,IN-DELHI-01,28.0,52.3,30.1,1001.6,208.2,1.05,-0.17,10.9,10.95,1.14,1,403,3991,3,20,30.0,4061,1,173.8,-0.21,0,0,NORMAL,None,12.5,97.8
2026-09-01 00:05:35,IN-DELHI-01,23.9,49.6,24.4,1008.4,150.7,1.12,-0.17,10.52,10.58,0.77,194,2728,3992,3,12,18.0,4050,1,174.2,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,95.3,93.0
2026-09-01 00:05:40,IN-DELHI-01,22.5,99.0,27.0,992.4,285.6,1.02,-0.12,10.87,10.92,1.11,5,417,1227,100,362,651.6,1271,97,76.6,-12.93,1,1,FLASH_FLOOD,Severe,84.7,95.9
2026-09-01 00:05:45,IN-DELHI-01,41.9,20.0,42.9,998.1,237.7,1.0,-0.09,10.9,10.95,1.14,179,1921,4085,0,6,9.0,4095,0,189.7,0.0,0,3,WILDFIRE,Severe,91.7,88.9
2026-09-01 00:05:50,IN-DELHI-01,26.9,59.6,29.5,1004.0,187.9,1.15,-0.19,10.74,10.8,0.99,157,2284,4003,3,11,16.5,4064,1,185.0,0.0,1,4,HAZARDOUS_AIR_POLLUTION,Severe,90.8,95.0
2026-09-01 00:05:55,IN-DELHI-01,22.8,80.0,25.7,991.9,290.2,-3.13,-3.18,10.25,11.18,1.37,17,459,1439,95,248,396.8,1684,83,111.0,-1.54,0,2,LANDSLIDE_PRECURSOR,Extreme,97.6,89.4
2026-09-01 00:06:00,IN-DELHI-01,29.3,55.3,32.3,1001.4,210.0,0.98,-0.24,10.57,10.62,0.81,3,410,4095,0,2,3.0,4077,0,190.8,0.14,0,0,NORMAL,None,12.4,97.4
2026-09-01 00:06:05,IN-DELHI-01,26.3,64.0,29.1,1002.4,201.3,1.0,-0.16,10.67,10.72,0.91,19,476,1745,84,587,1144.6,3448,22,96.3,-1.85,0,5,WATER_CONTAMINATION,Severe,87.9,85.9
2026-09-01 00:06:10,IN-DELHI-01,28.2,53.1,30.5,1000.8,214.6,0.9,-0.25,10.69,10.74,0.93,3,410,4041,1,12,18.0,4052,1,190.2,0.0,0,0,NORMAL,None,17.5,96.2
2026-09-01 00:06:15,IN-DELHI-01,20.6,95.8,23.9,989.8,307.7,1.19,-0.07,10.9,10.96,1.15,10,435,1322,99,311,559.8,1240,98,57.7,-16.55,0,1,FLASH_FLOOD,Severe,88.5,93.9
2026-09-01 00:06:20,IN-DELHI-01,27.4,61.1,30.4,1005.7,173.9,1.17,-0.22,10.74,10.81,1.0,185,2620,3968,4,8,12.0,4058,1,180.5,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,94.2,94.8
2026-09-01 00:06:25,IN-DELHI-01,24.7,90.4,29.6,993.0,281.1,-2.82,-2.42,10.93,11.55,1.74,10,435,1316,99,270,432.0,1532,88,139.5,-4.78,0,2,LANDSLIDE_PRECURSOR,Extreme,85.7,86.9
2026-09-01 00:06:30,IN-DELHI-01,20.9,84.6,23.4,990.4,303.0,-2.46,-1.34,11.81,12.14,2.33,7,424,1249,100,209,334.4,1692,83,137.3,-4.07,0,2,LANDSLIDE_PRECURSOR,Extreme,98.2,94.1
2026-09-01 00:06:35,IN-DELHI-01,24.9,72.5,28.1,1004.0,188.1,1.06,-0.16,10.83,10.88,1.07,17,468,1696,85,719,1402.0,2650,49,102.2,-0.8,1,5,WATER_CONTAMINATION,Severe,93.0,85.2
2026-09-01 00:06:40,IN-DELHI-01,29.0,47.5,30.9,999.3,227.5,0.99,-0.21,10.78,10.83,1.02,0,400,4021,2,19,28.5,4042,1,173.1,0.06,0,0,NORMAL,None,5.9,96.1
2026-09-01 00:06:45,IN-DELHI-01,41.0,23.3,42.7,998.7,232.4,1.05,-0.23,10.76,10.81,1.0,108,1318,4078,0,1,1.5,4095,0,190.4,0.0,0,3,WILDFIRE,Severe,88.7,97.5
2026-09-01 00:06:50,IN-DELHI-01,30.1,63.8,34.6,1004.8,181.3,1.08,-0.15,10.61,10.67,0.86,119,1828,3964,4,10,15.0,4063,1,174.2,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Severe,86.3,96.5
2026-09-01 00:06:55,IN-DELHI-01,20.4,81.4,22.5,988.0,323.0,4.97,2.34,10.3,11.67,1.86,15,452,1300,100,209,334.4,1706,82,154.6,-3.18,0,2,LANDSLIDE_PRECURSOR,Extreme,91.3,86.6
2026-09-01 00:07:00,IN-DELHI-01,25.1,95.8,30.8,990.1,305.0,0.95,-0.36,10.79,10.84,1.03,5,417,1314,99,363,653.4,1200,100,54.6,-17.23,1,1,FLASH_FLOOD,Severe,89.1,92.5
2026-09-01 00:07:05,IN-DELHI-01,29.4,50.7,31.9,1001.9,206.1,0.91,-0.15,10.74,10.78,0.97,4,414,4095,0,12,18.0,4094,0,181.5,-0.11,0,0,NORMAL,None,8.2,97.4
2026-09-01 00:07:10,IN-DELHI-01,24.5,53.4,25.5,1004.2,186.6,1.03,-0.19,10.87,10.93,1.12,193,2716,3964,4,27,40.5,4035,2,170.9,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,95.2,92.8
2026-09-01 00:07:15,IN-DELHI-01,39.0,12.3,39.0,996.0,255.2,1.16,-0.2,10.71,10.77,0.96,116,1386,4081,0,0,0.0,4095,0,185.9,0.0,0,3,WILDFIRE,Severe,81.4,88.4
2026-09-01 00:07:20,IN-DELHI-01,26.4,60.8,28.9,1000.1,220.6,0.97,-0.21,10.68,10.72,0.91,15,460,2030,73,652,1271.4,3420,23,89.7,-1.8,1,5,WATER_CONTAMINATION,Severe,90.4,86.4
2026-09-01 00:07:25,IN-DELHI-01,26.6,59.6,29.1,999.5,225.9,1.05,-0.19,10.6,10.66,0.85,4,414,4084,0,4,6.0,4060,1,179.7,0.1,0,0,NORMAL,None,16.4,97.0
2026-09-01 00:07:30,IN-DELHI-01,30.0,46.3,32.1,1002.0,205.2,1.06,-0.12,10.71,10.76,0.95,2,407,4095,0,4,6.0,4066,1,184.8,-0.16,0,0,NORMAL,None,7.9,98.6
2026-09-01 00:07:35,IN-DELHI-01,20.6,88.7,23.3,990.0,305.9,-3.73,-2.76,10.18,11.19,1.38,11,438,1344,98,255,408.0,1473,90,164.0,-1.68,0,2,LANDSLIDE_PRECURSOR,Extreme,89.0,94.0
2026-09-01 00:07:40,IN-DELHI-01,25.4,53.7,26.8,1001.3,211.1,1.02,-0.09,10.63,10.68,0.87,8,428,4082,0,7,10.5,4054,1,186.1,-0.05,0,0,NORMAL,None,7.1,92.7
2026-09-01 00:07:45,IN-DELHI-01,25.5,62.8,27.9,998.4,235.0,1.09,-0.15,10.82,10.87,1.06,10,440,2081,72,751,1464.5,3165,32,70.6,-0.96,0,5,WATER_CONTAMINATION,Severe,94.3,90.5
2026-09-01 00:07:50,IN-DELHI-01,25.7,63.9,28.2,999.8,223.3,1.06,-0.22,10.8,10.85,1.04,23,492,1738,84,502,978.9,3815,9,83.2,-2.49,0,5,WATER_CONTAMINATION,Severe,84.6,90.8
2026-09-01 00:07:55,IN-DELHI-01,25.0,71.3,28.1,1002.5,200.7,1.01,-0.2,10.63,10.68,0.87,25,500,2319,63,772,1505.4,3589,17,79.1,-3.88,0,5,WATER_CONTAMINATION,Severe,95.1,88.9
2026-09-01 00:08:00,IN-DELHI-01,21.8,91.3,25.2,992.6,284.2,5.67,1.62,9.75,11.39,1.58,17,459,1226,100,170,272.0,1588,86,110.3,-1.58,0,2,LANDSLIDE_PRECURSOR,Extreme,87.5,94.2
2026-09-01 00:08:05,IN-DELHI-01,22.6,92.0,26.6,991.7,291.7,-3.17,-2.45,9.87,10.65,0.84,12,442,1308,99,227,363.2,1914,75,143.3,-9.99,0,2,LANDSLIDE_PRECURSOR,Extreme,88.5,93.9
2026-09-01 00:08:10,IN-DELHI-01,27.0,50.0,28.5,1003.3,193.6,1.16,-0.15,10.72,10.78,0.97,2,407,4095,0,4,6.0,4082,0,188.1,-0.04,0,0,NORMAL,None,13.1,94.6
2026-09-01 00:08:15,IN-DELHI-01,41.4,19.2,42.1,995.3,261.3,1.09,-0.14,10.75,10.8,0.99,116,1386,4088,0,3,4.5,4095,0,191.0,0.0,0,3,WILDFIRE,Severe,89.9,94.9
2026-09-01 00:08:20,IN-DELHI-01,26.9,48.1,28.1,1003.3,193.6,1.09,-0.31,11.09,11.15,1.34,1,403,4095,0,8,12.0,4095,0,186.5,-0.18,0,0,NORMAL,None,17.2,93.0
2026-09-01 00:08:25,IN-DELHI-01,44.5,16.6,45.2,995.3,261.6,1.09,-0.14,10.7,10.75,0.94,97,1224,4086,0,4,6.0,4095,0,190.5,0.0,0,3,WILDFIRE,Extreme,98.0,91.9
2026-09-01 00:08:30,IN-DELHI-01,29.1,47.1,31.0,1000.3,218.8,0.96,-0.13,10.75,10.79,0.98,5,417,4067,1,4,6.0,4070,0,177.0,-0.04,0,0,NORMAL,None,9.1,99.0
2026-09-01 00:08:35,IN-DELHI-01,21.5,85.0,24.3,988.4,319.4,1.17,-0.12,10.85,10.91,1.1,10,435,1150,100,368,662.4,1067,100,71.6,-12.94,0,1,FLASH_FLOOD,Severe,85.7,93.2
2026-09-01 00:08:40,IN-DELHI-01,24.8,89.3,29.7,986.6,334.3,0.79,-0.36,10.56,10.59,0.78,11,438,1348,98,328,590.4,1289,96,46.0,-13.28,0,1,FLASH_FLOOD,Severe,90.8,91.5
2026-09-01 00:08:45,IN-DELHI-01,44.6,22.5,47.2,998.7,233.0,1.08,-0.2,10.65,10.71,0.9,93,1190,4089,0,3,4.5,4095,0,187.1,0.0,0,3,WILDFIRE,Extreme,98.0,87.8
2026-09-01 00:08:50,IN-DELHI-01,21.3,85.1,24.0,994.8,265.9,-4.98,-2.28,11.69,12.91,3.1,17,459,1217,100,186,297.6,1586,86,157.0,-0.02,0,2,LANDSLIDE_PRECURSOR,Extreme,98.3,91.4
2026-09-01 00:08:55,IN-DELHI-01,23.5,91.1,27.9,985.9,340.5,0.97,-0.12,10.91,10.95,1.14,8,428,1335,98,378,680.4,1405,92,59.9,-8.27,0,1,FLASH_FLOOD,Severe,88.0,93.7
2026-09-01 00:09:00,IN-DELHI-01,45.7,19.5,47.8,1000.8,214.7,1.15,-0.17,10.68,10.74,0.93,129,1496,4095,0,4,6.0,4095,0,187.3,0.0,0,3,WILDFIRE,Extreme,98.0,93.0
2026-09-01 00:09:05,IN-DELHI-01,28.8,60.1,32.2,1006.9,163.3,0.95,-0.19,10.79,10.83,1.02,200,2800,3997,3,9,13.5,4061,1,176.6,0.0,0,4,HAZARDOUS_AIR_POLLUTION,Extreme,96.0,96.2
2026-09-01 00:09:10,IN-DELHI-01,22.4,94.6,26.4,987.8,324.6,0.98,-0.07,10.72,10.76,0.95,19,466,1345,98,357,642.6,1300,96,53.5,-16.11,1,1,FLASH_FLOOD,Severe,89.3,96.2
2026-09-01 00:09:15,IN-DELHI-01,29.2,56.1,32.3,998.4,235.0,1.04,-0.22,10.96,11.02,1.21,2,407,4095,0,15,22.5,4053,1,187.9,0.08,0,0,NORMAL,None,5.9,96.1
